Title,Price,Link
Epiphone Les Paul Classic Goldtop,$425.00,https://www.kijiji.ca/v-guitar/markham-york-region/epiphone-les-paul-classic-goldtop/1703890429
Metal Guitars-ZW Rebel-Slayer-Pantera-Steve Vai Flame-Rat Rod,$875.00,https://www.kijiji.ca/v-guitar/city-of-toronto/metal-guitars-zw-rebel-slayer-pantera-steve-vai-flame-rat-rod/1703890373
Cutaway Seagull Original 6 Acoustic Electric Guitar,$425.00,https://www.kijiji.ca/v-guitar/city-of-toronto/cutaway-seagull-original-6-acoustic-electric-guitar/1691576785
Carvin AC175 2000's USA OHSC,$475.00,https://www.kijiji.ca/v-guitar/ottawa/carvin-ac175-2000s-usa-ohsc/1703890182
Yamaha Pacifica PAC  012,$300.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/yamaha-pacifica-pac-012/1686389662
GUITARS X 4 ( WALLHANGER/PARTS ) $30 EACH,$30.00,https://www.kijiji.ca/v-guitar/gatineau/guitars-x-4-wallhanger-parts-30-each/1685401873
GUITAR GIG BAGS 3/4 SIZE $10 EACH,$10.00,https://www.kijiji.ca/v-guitar/gatineau/guitar-gig-bags-3-4-size-10-each/1650107467
GIG BAGS FULL SIZE $35 EACH,$35.00,https://www.kijiji.ca/v-guitar/gatineau/gig-bags-full-size-35-each/1685717415
3/4 SIZE GIG BAGS $25 EACH,$25.00,https://www.kijiji.ca/v-guitar/gatineau/3-4-size-gig-bags-25-each/1685719520
STUNNING RED METALLIC BASS YAMAHA BRAND NEW+BAG $450,$450.00,https://www.kijiji.ca/v-guitar/mississauga-peel-region/stunning-red-metallic-bass-yamaha-brand-new-bag-450/1703886474
Guitar case / Étui à guitare,$30.00,https://www.kijiji.ca/v-guitar/gatineau/guitar-case-etui-a-guitare/1703887817
Acoustic Guitar with integrated pickup - TCM,$345.00,https://www.kijiji.ca/v-guitar/ottawa/acoustic-guitar-with-integrated-pickup-tcm/1644561678
guitar red new,$400.00,https://www.kijiji.ca/v-guitar/st-catharines/guitar-red-new/1703887183
Washburn Silverado strat LS93,"$2,400.00",https://www.kijiji.ca/v-guitar/windsor-area-on/washburn-silverado-strat-ls93/1669918693
Ibanez Prestige RG5320,"$2,500.00",https://www.kijiji.ca/v-guitar/ottawa/ibanez-prestige-rg5320/1703886897
Jackson USA Soloist SL2MG,"$3,000.00",https://www.kijiji.ca/v-guitar/ottawa/jackson-usa-soloist-sl2mg/1703886761
Huntington classical electric cutaway guitar and case,Please Contact,https://www.kijiji.ca/v-guitar/london/huntington-classical-electric-cutaway-guitar-and-case/1703886674
Acoustic Electric Guitar Jay Turner,$265.00,https://www.kijiji.ca/v-guitar/city-of-toronto/acoustic-electric-guitar-jay-turner/1703886327
"EA44 washburn acoustic electric guitar,  30 year, collectors","$1,299.00",https://www.kijiji.ca/v-guitar/barrie/ea44-washburn-acoustic-electric-guitar-30-year-collectors/1600051791
fender thinline w/bareknuckle bootcamp pickups & coil splitter,"$1,600.00",https://www.kijiji.ca/v-guitar/hamilton/fender-thinline-w-bareknuckle-bootcamp-pickups-coil-splitter/1703885289
$6oo -2009 Baby Taylor Swift   - Baby Taylor guitar /  gig bag,$600.00,https://www.kijiji.ca/v-guitar/city-of-toronto/6oo-2009-baby-taylor-swift-baby-taylor-guitar-gig-bag/1680382381
"typhoon bass  electric guitar red ,  like new condition",$269.00,https://www.kijiji.ca/v-guitar/muskoka/typhoon-bass-electric-guitar-red-like-new-condition/1497202690
"washburn WI-67 Pro Q 2000's electric guitar , collectors mint","$1,499.00",https://www.kijiji.ca/v-guitar/barrie/washburn-wi-67-pro-q-2000s-electric-guitar-collectors-mint/1681109574
Orillia..ESP.LTD ORION,"$1,500.00",https://www.kijiji.ca/v-guitar/barrie/orillia-esp-ltd-orion/1703884844
"Orillia. mim .FENDER 
P-bass.",$800.00,https://www.kijiji.ca/v-guitar/barrie/orillia-mim-fender-p-bass/1703884634
Orillia. FENDER SQUIER JAZZZ BASS ,$350.00,https://www.kijiji.ca/v-guitar/barrie/orillia-fender-squier-jazzz-bass/1703884464
Gibson Custom Shop 1942 LG-2 Banner 1 of 35  Acoustic Guitar,"$4,500.00",https://www.kijiji.ca/v-guitar/markham-york-region/gibson-custom-shop-1942-lg-2-banner-1-of-35-acoustic-guitar/1678102104
Orillia..westcreak V,$650.00,https://www.kijiji.ca/v-guitar/barrie/orillia-westcreak-v/1703884314
